[2024-12-26 15:56:42,756] 16  root - INFO - Initiate the data ingestion
[2024-12-26 15:56:46,891] 68  root - INFO - Performed train test split on the dataframe
[2024-12-26 15:56:46,891] 70  root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[2024-12-26 15:56:46,891] 75  root - INFO - Exporting train and test file path
[2024-12-26 15:56:46,987] 81  root - INFO - Exported train and test file path
[2024-12-26 15:56:46,988] 18  root - INFO - data Initiation completed
[2024-12-26 15:56:46,997] 21  root - INFO - Initiate data validation
[2024-12-26 15:56:47,067] 32  root - INFO - Required NumberOfColumns: 31
[2024-12-26 15:56:47,068] 33  root - INFO - Data Frame has Column: 31
[2024-12-26 15:56:47,068] 32  root - INFO - Required NumberOfColumns: 31
[2024-12-26 15:56:47,068] 33  root - INFO - Data Frame has Column: 31
[2024-12-26 15:56:47,307] 23  root - INFO - Data validation Completed
