[2024-12-27 16:41:51,486] 22  root - INFO - Initiate the data ingestion
[2024-12-27 16:41:56,147] 68  root - INFO - Performed train test split on the dataframe
[2024-12-27 16:41:56,147] 70  root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[2024-12-27 16:41:56,148] 75  root - INFO - Exporting train and test file path
[2024-12-27 16:41:56,273] 81  root - INFO - Exported train and test file path
[2024-12-27 16:41:56,274] 24  root - INFO - data Initiation completed
[2024-12-27 16:41:56,284] 27  root - INFO - Initiate data validation
[2024-12-27 16:41:56,381] 32  root - INFO - Required NumberOfColumns: 31
[2024-12-27 16:41:56,381] 33  root - INFO - Data Frame has Column: 31
[2024-12-27 16:41:56,381] 32  root - INFO - Required NumberOfColumns: 31
[2024-12-27 16:41:56,381] 33  root - INFO - Data Frame has Column: 31
[2024-12-27 16:41:56,765] 29  root - INFO - Data validation Completed
[2024-12-27 16:41:56,766] 31  root - INFO - Data transformation started
[2024-12-27 16:41:56,767] 51  root - INFO - Entered initiate_data_transformation
[2024-12-27 16:41:56,767] 53  root - INFO - Starting data transformation
[2024-12-27 16:41:56,801] 40  root - INFO - Entered get_data_transformer_object method of transformation class
[2024-12-27 16:41:56,801] 43  root - INFO - Initialise KNNImputer with {DATA_TRANSFORMATION_IMPUTER_PARAMS}
[2024-12-27 16:41:56,827] 41  root - INFO - Entered the save object method of main utils class
[2024-12-27 16:41:56,861] 45  root - INFO - Exited the save_object method of main utils class
[2024-12-27 16:41:56,863] 34  root - INFO - Data transformation completed successfully
[2024-12-27 16:41:56,918] 38  root - INFO - Model Training Started
[2024-12-27 16:42:25,295] 41  root - INFO - Entered the save object method of main utils class
[2024-12-27 16:42:25,296] 45  root - INFO - Exited the save_object method of main utils class
[2024-12-27 16:42:25,296] 106  root - INFO - Model trainer artifact: {model_trainer_artifact}
[2024-12-27 16:42:25,299] 42  root - INFO - model_training artifact created
