[2024-12-27 12:08:07,461] 17  root - INFO - Initiate the data ingestion
[2024-12-27 12:08:11,205] 68  root - INFO - Performed train test split on the dataframe
[2024-12-27 12:08:11,205] 70  root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[2024-12-27 12:08:11,205] 75  root - INFO - Exporting train and test file path
[2024-12-27 12:08:11,287] 81  root - INFO - Exported train and test file path
[2024-12-27 12:08:11,288] 19  root - INFO - data Initiation completed
[2024-12-27 12:08:11,298] 22  root - INFO - Initiate data validation
[2024-12-27 12:08:11,372] 32  root - INFO - Required NumberOfColumns: 31
[2024-12-27 12:08:11,373] 33  root - INFO - Data Frame has Column: 31
[2024-12-27 12:08:11,373] 32  root - INFO - Required NumberOfColumns: 31
[2024-12-27 12:08:11,374] 33  root - INFO - Data Frame has Column: 31
[2024-12-27 12:08:11,690] 24  root - INFO - Data validation Completed
[2024-12-27 12:08:11,692] 26  root - INFO - Data transformation started
[2024-12-27 12:08:11,693] 51  root - INFO - Entered initiate_data_transformation
[2024-12-27 12:08:11,693] 53  root - INFO - Starting data transformation
[2024-12-27 12:08:11,806] 40  root - INFO - Entered get_data_transformer_object method of transformation class
[2024-12-27 12:08:11,806] 43  root - INFO - Initialise KNNImputer with {DATA_TRANSFORMATION_IMPUTER_PARAMS}
[2024-12-27 12:08:11,925] 38  root - INFO - Entered the save object method of main utils class
[2024-12-27 12:08:11,991] 42  root - INFO - Exited the save_object method of main utils class
[2024-12-27 12:08:11,992] 29  root - INFO - Data transformation completed successfully
