[2024-12-27 16:46:02,555] 22  root - INFO - Initiate the data ingestion
[2024-12-27 16:46:05,413] 68  root - INFO - Performed train test split on the dataframe
[2024-12-27 16:46:05,413] 70  root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[2024-12-27 16:46:05,413] 75  root - INFO - Exporting train and test file path
[2024-12-27 16:46:05,495] 81  root - INFO - Exported train and test file path
[2024-12-27 16:46:05,496] 24  root - INFO - data Initiation completed
[2024-12-27 16:46:05,508] 27  root - INFO - Initiate data validation
[2024-12-27 16:46:05,592] 32  root - INFO - Required NumberOfColumns: 31
[2024-12-27 16:46:05,592] 33  root - INFO - Data Frame has Column: 31
[2024-12-27 16:46:05,593] 32  root - INFO - Required NumberOfColumns: 31
[2024-12-27 16:46:05,593] 33  root - INFO - Data Frame has Column: 31
[2024-12-27 16:46:05,809] 29  root - INFO - Data validation Completed
[2024-12-27 16:46:05,811] 31  root - INFO - Data transformation started
[2024-12-27 16:46:05,811] 51  root - INFO - Entered initiate_data_transformation
[2024-12-27 16:46:05,811] 53  root - INFO - Starting data transformation
[2024-12-27 16:46:05,851] 40  root - INFO - Entered get_data_transformer_object method of transformation class
[2024-12-27 16:46:05,851] 43  root - INFO - Initialise KNNImputer with {DATA_TRANSFFORMATION_IMPUTER_PARAMS}
[2024-12-27 16:46:05,869] 41  root - INFO - Entered the save object method of main utils class
[2024-12-27 16:46:05,876] 45  root - INFO - Exited the save_object method of main utils class
[2024-12-27 16:46:05,877] 34  root - INFO - Data transformation completed successfully
[2024-12-27 16:46:05,880] 38  root - INFO - Model Training Started
[2024-12-27 16:46:34,951] 41  root - INFO - Entered the save object method of main utils class
[2024-12-27 16:46:34,952] 45  root - INFO - Exited the save_object method of main utils class
[2024-12-27 16:46:34,953] 106  root - INFO - Model trainer artifact: {model_trainer_artifact}
[2024-12-27 16:46:34,955] 42  root - INFO - model_training artifact created
